merchant_domain,affiliate_url,name,price,old_price,currency,category,tags,image_url,description,source
shein.com,https://onelink.shein.com/19/574xqd32uwy1,"Kit 3 Camisas Polo Lacoste Masculina Design Moderno Versátil",85.20,180.00,BRL,"Moda > Masculina > Camisas Polo","camisa polo,kit 3 peças,lacoste,masculina",,"Kit com 3 camisas polo masculinas estilo Lacoste, design moderno e versátil. #17 mais vendidos em camisas polo.","shein"
